"x" "y" "z"
84.3446119518598 28.1063318242416 1602.54296875
84.3454515866931 28.1063318242416 1594.84985351562
84.3462912215264 28.1063318242416 1586.02783203125
84.3471308563597 28.1063318242416 1578.13232421875
84.3479704911929 28.1063318242416 1565.61889648438
84.3488101260262 28.1063318242416 1546.34362792969
84.3496497608595 28.1063318242416 1523.51171875
84.3504893956928 28.1063318242416 1501.17553710938
84.3513290305261 28.1063318242416 1483.43664550781
84.3521686653593 28.1063318242416 1478.03283691406
84.3530083001926 28.1063318242416 1479.7373046875
84.3622442833587 28.1063318242416 1378.68566894531
84.3437723170265 28.1054921894084 1585.89001464844
84.3446119518598 28.1054921894084 1574.84252929688
84.3454515866931 28.1054921894084 1557.03869628906
84.3462912215264 28.1054921894084 1542.84777832031
84.3471308563597 28.1054921894084 1533.78466796875
84.3479704911929 28.1054921894084 1523.45007324219
84.3488101260262 28.1054921894084 1506.80554199219
84.3496497608595 28.1054921894084 1484.65319824219
84.3504893956928 28.1054921894084 1462.04931640625
84.3513290305261 28.1054921894084 1443.71435546875
84.3521686653593 28.1054921894084 1438.20959472656
84.3530083001926 28.1054921894084 1442.4658203125
84.3538479350259 28.1054921894084 1445.07177734375
84.3546875698592 28.1054921894084 1440.94738769531
84.3605650136922 28.1054921894084 1411.16467285156
84.3614046485254 28.1054921894084 1388.67761230469
84.3622442833587 28.1054921894084 1365.14953613281
84.363083918192 28.1054921894084 1337.2294921875
84.3639235530253 28.1054921894084 1315.93127441406
84.3647631878586 28.1054921894084 1300.82360839844
84.3656028226918 28.1054921894084 1288.61462402344
84.3664424575251 28.1054921894084 1284.53234863281
84.3672820923584 28.1054921894084 1285
84.3437723170265 28.1046525545751 1565.34777832031
84.3446119518598 28.1046525545751 1547.69250488281
84.3454515866931 28.1046525545751 1525.19763183594
84.3462912215264 28.1046525545751 1508.66223144531
84.3471308563597 28.1046525545751 1496.87634277344
84.3479704911929 28.1046525545751 1484.36059570312
84.3488101260262 28.1046525545751 1468.50244140625
84.3496497608595 28.1046525545751 1449.83837890625
84.3504893956928 28.1046525545751 1430.09118652344
84.3513290305261 28.1046525545751 1413.93762207031
84.3521686653593 28.1046525545751 1408.30798339844
84.3530083001926 28.1046525545751 1407.01318359375
84.3538479350259 28.1046525545751 1403.21423339844
84.3546875698592 28.1046525545751 1399.265625
84.3555272046925 28.1046525545751 1396.1025390625
84.3563668395257 28.1046525545751 1392.80163574219
84.357206474359 28.1046525545751 1395.09948730469
84.3580461091923 28.1046525545751 1405.25207519531
84.3588857440256 28.1046525545751 1412.23413085938
84.3597253788589 28.1046525545751 1404.98999023438
84.3605650136922 28.1046525545751 1388.28552246094
84.3614046485254 28.1046525545751 1365.35266113281
84.3622442833587 28.1046525545751 1339.58679199219
84.363083918192 28.1046525545751 1319.00439453125
84.3639235530253 28.1046525545751 1302.89477539062
84.3647631878586 28.1046525545751 1288.20336914062
84.3656028226918 28.1046525545751 1276.49487304688
84.3664424575251 28.1046525545751 1271.95361328125
84.3672820923584 28.1046525545751 1273.19348144531
84.3681217271917 28.1046525545751 1281.15747070312
84.368961362025 28.1046525545751 1296.47607421875
84.3698009968582 28.1046525545751 1316.79772949219
84.3706406316915 28.1046525545751 1340.892578125
84.3714802665248 28.1046525545751 1359
84.3437723170265 28.1038129197418 1545.04748535156
84.3446119518598 28.1038129197418 1525.20251464844
84.3454515866931 28.1038129197418 1501.59484863281
84.3462912215264 28.1038129197418 1485.30651855469
84.3471308563597 28.1038129197418 1470.90954589844
84.3479704911929 28.1038129197418 1452.61560058594
84.3488101260262 28.1038129197418 1433.10998535156
84.3496497608595 28.1038129197418 1416.66381835938
84.3504893956928 28.1038129197418 1402.22180175781
84.3513290305261 28.1038129197418 1391.06469726562
84.3521686653593 28.1038129197418 1386.24206542969
84.3530083001926 28.1038129197418 1381.25549316406
84.3538479350259 28.1038129197418 1371.22412109375
84.3546875698592 28.1038129197418 1360.97900390625
84.3555272046925 28.1038129197418 1354.423828125
84.3563668395257 28.1038129197418 1352.17944335938
84.357206474359 28.1038129197418 1356.96130371094
84.3580461091923 28.1038129197418 1368.43005371094
84.3588857440256 28.1038129197418 1377.0107421875
84.3597253788589 28.1038129197418 1373.96569824219
84.3605650136922 28.1038129197418 1361.98669433594
84.3614046485254 28.1038129197418 1341.07824707031
84.3622442833587 28.1038129197418 1317.22143554688
84.363083918192 28.1038129197418 1298.68249511719
84.3639235530253 28.1038129197418 1282.40844726562
84.3647631878586 28.1038129197418 1266.421875
84.3656028226918 28.1038129197418 1255.94555664062
84.3664424575251 28.1038129197418 1252.81103515625
84.3672820923584 28.1038129197418 1254.19763183594
84.3681217271917 28.1038129197418 1259.06262207031
84.368961362025 28.1038129197418 1271.81787109375
84.3698009968582 28.1038129197418 1296.46618652344
84.3706406316915 28.1038129197418 1324.96423339844
84.3714802665248 28.1038129197418 1342.16223144531
84.3723199013581 28.1038129197418 1346.45471191406
84.3731595361914 28.1038129197418 1347.82312011719
84.3739991710247 28.1038129197418 1346.52001953125
84.3748388058579 28.1038129197418 1346.65698242188
84.3756784406912 28.1038129197418 1351.59106445312
84.3765180755245 28.1038129197418 1355
84.3429326821933 28.1029732849085 1535.47644042969
84.3437723170265 28.1029732849085 1524.73791503906
84.3446119518598 28.1029732849085 1501.03552246094
84.3454515866931 28.1029732849085 1479.80676269531
84.3462912215264 28.1029732849085 1465.27160644531
84.3471308563597 28.1029732849085 1449.69836425781
84.3479704911929 28.1029732849085 1427.84619140625
84.3488101260262 28.1029732849085 1404.60595703125
84.3496497608595 28.1029732849085 1386.7451171875
84.3504893956928 28.1029732849085 1375.01550292969
84.3513290305261 28.1029732849085 1365.5302734375
84.3521686653593 28.1029732849085 1361.43005371094
84.3530083001926 28.1029732849085 1356.81884765625
84.3538479350259 28.1029732849085 1347.07080078125
84.3546875698592 28.1029732849085 1336.54809570312
84.3555272046925 28.1029732849085 1327.87634277344
84.3563668395257 28.1029732849085 1321.97888183594
84.357206474359 28.1029732849085 1322.22900390625
84.3580461091923 28.1029732849085 1329.71435546875
84.3588857440256 28.1029732849085 1337.65673828125
84.3597253788589 28.1029732849085 1338.99304199219
84.3605650136922 28.1029732849085 1331.75952148438
84.3614046485254 28.1029732849085 1315.32263183594
84.3622442833587 28.1029732849085 1297.03344726562
84.363083918192 28.1029732849085 1279.974609375
84.3639235530253 28.1029732849085 1262.1103515625
84.3647631878586 28.1029732849085 1245.24133300781
84.3656028226918 28.1029732849085 1236.37292480469
84.3664424575251 28.1029732849085 1234.42712402344
84.3672820923584 28.1029732849085 1232.83032226562
84.3681217271917 28.1029732849085 1231.41101074219
84.368961362025 28.1029732849085 1239.51696777344
84.3698009968582 28.1029732849085 1263.98034667969
84.3706406316915 28.1029732849085 1292.91076660156
84.3714802665248 28.1029732849085 1307.29406738281
84.3723199013581 28.1029732849085 1309.49951171875
84.3731595361914 28.1029732849085 1310.50500488281
84.3739991710247 28.1029732849085 1311.29248046875
84.3748388058579 28.1029732849085 1314.67236328125
84.3756784406912 28.1029732849085 1324.79931640625
84.3765180755245 28.1029732849085 1337.23937988281
84.3773577103578 28.1029732849085 1341.93823242188
84.3781973451911 28.1029732849085 1337.82934570312
84.3412534125267 28.1021336500752 1471.00231933594
84.34209304736 28.1021336500752 1491.62512207031
84.3429326821933 28.1021336500752 1496.91613769531
84.3437723170265 28.1021336500752 1485.48596191406
84.3446119518598 28.1021336500752 1467.58837890625
84.3454515866931 28.1021336500752 1452.1005859375
84.3462912215264 28.1021336500752 1440.3330078125
84.3471308563597 28.1021336500752 1426.47106933594
84.3479704911929 28.1021336500752 1405.69580078125
84.3488101260262 28.1021336500752 1381.79528808594
84.3496497608595 28.1021336500752 1361.32751464844
84.3504893956928 28.1021336500752 1347.51049804688
84.3513290305261 28.1021336500752 1336.47705078125
84.3521686653593 28.1021336500752 1330.732421875
84.3530083001926 28.1021336500752 1325.49694824219
84.3538479350259 28.1021336500752 1319.0908203125
84.3546875698592 28.1021336500752 1313.42687988281
84.3555272046925 28.1021336500752 1306.84326171875
84.3563668395257 28.1021336500752 1299.07287597656
84.357206474359 28.1021336500752 1294.10595703125
84.3580461091923 28.1021336500752 1294.73962402344
84.3588857440256 28.1021336500752 1297.74951171875
84.3597253788589 28.1021336500752 1299.25122070312
84.3605650136922 28.1021336500752 1296.00109863281
84.3614046485254 28.1021336500752 1285.15124511719
84.3622442833587 28.1021336500752 1272.80456542969
84.363083918192 28.1021336500752 1257.61096191406
84.3639235530253 28.1021336500752 1239.580078125
84.3647631878586 28.1021336500752 1224.41442871094
84.3656028226918 28.1021336500752 1217.36889648438
84.3664424575251 28.1021336500752 1214.91247558594
84.3672820923584 28.1021336500752 1209.95227050781
84.3681217271917 28.1021336500752 1203.14013671875
84.368961362025 28.1021336500752 1205.66052246094
84.3698009968582 28.1021336500752 1227.07275390625
84.3706406316915 28.1021336500752 1252.19787597656
84.3714802665248 28.1021336500752 1264.4248046875
84.3723199013581 28.1021336500752 1267.68762207031
84.3731595361914 28.1021336500752 1268.98364257812
84.3739991710247 28.1021336500752 1272.02575683594
84.3748388058579 28.1021336500752 1281.24768066406
84.3756784406912 28.1021336500752 1295.03247070312
84.3765180755245 28.1021336500752 1306.42822265625
84.3773577103578 28.1021336500752 1309.09460449219
84.3781973451911 28.1021336500752 1302.51794433594
84.3790369800244 28.1021336500752 1293.70336914062
84.3975089463565 28.1021336500752 1300.35473632812
84.3983485811898 28.1021336500752 1328.60998535156
84.3991882160231 28.1021336500752 1355
84.4008674856897 28.1021336500752 1397.54907226562
84.4017071205229 28.1021336500752 1386.54577636719
84.3412534125267 28.1012940152419 1443.95483398438
84.34209304736 28.1012940152419 1443.20739746094
84.3429326821933 28.1012940152419 1435.33166503906
84.3437723170265 28.1012940152419 1425.24365234375
84.3446119518598 28.1012940152419 1416.49914550781
84.3454515866931 28.1012940152419 1409.14379882812
84.3462912215264 28.1012940152419 1402.2509765625
84.3471308563597 28.1012940152419 1393.06701660156
84.3479704911929 28.1012940152419 1377.37243652344
84.3488101260262 28.1012940152419 1355.51782226562
84.3496497608595 28.1012940152419 1334.07275390625
84.3504893956928 28.1012940152419 1317.08166503906
84.3513290305261 28.1012940152419 1305.42700195312
84.3521686653593 28.1012940152419 1295.923828125
84.3530083001926 28.1012940152419 1287.6611328125
84.3538479350259 28.1012940152419 1283.56726074219
84.3546875698592 28.1012940152419 1281.94262695312
84.3555272046925 28.1012940152419 1279.26879882812
84.3563668395257 28.1012940152419 1274.326171875
84.357206474359 28.1012940152419 1268.69995117188
84.3580461091923 28.1012940152419 1263.85363769531
84.3588857440256 28.1012940152419 1259.55603027344
84.3597253788589 28.1012940152419 1257.63854980469
84.3605650136922 28.1012940152419 1255.29541015625
84.3614046485254 28.1012940152419 1248.13952636719
84.3622442833587 28.1012940152419 1241.21508789062
84.363083918192 28.1012940152419 1230.201171875
84.3639235530253 28.1012940152419 1213.73010253906
84.3647631878586 28.1012940152419 1200.13732910156
84.3656028226918 28.1012940152419 1195.11828613281
